Date,Rating,Title,Opinion,Attraction
30 de agosto de 2018,50,Recomendado 100%,"Este es un sitio muy agradable, con excelentes tragos!!!! La salsa de guayaba picante con boniatos fritos, exquisitos!! Vale la pena probarlo todo sin duda; atención especial al chef y a la chica que nos atendió, Viviana.",Restaurant
30 de agosto de 2018,50,Me encanto su salsa de guayaba picante!!,"Excelente lugar, decoracion y servicio (el flaco fue genial). Y lo mejor de todo su Happy Hour de 4 a 7 pm!!! y su cocteleria nacional!!! Recomendadisimo!",Restaurant
30 de agosto de 2018,50,Espectacular,"Goza de una excelente decoracion,con un Servicio y platos de primera.nos sentimos super acogidos.recomiendo el lugar.",Restaurant
27 de agosto de 2018,50,"Buena cena, buen ambiente","Sorpresa encontrar este restaurante en La Habana Vieja. La cena estuvo super bien. Comida cuidadosamente elaborada , muy buen ceviche. Volveré !",Restaurant
27 de agosto de 2018,40,"decoración, ambiente y servicio","Tiene una decoración, ambiente y servicio muy buenos. Los precios algo caros en comparación con otros bares de la misma zona.",Restaurant
25 de agosto de 2018,50,Experiencia unica en la habana,"La mejor atencion, comida y cocteleria de la habana, sinceramente una experiencia unica para el paladar y el buen gusto",Restaurant
21 de agosto de 2018,50,Agradable sorpresa.,"De paseo por la zona entramos y quedamos gratamente complacidos con el trato , el servicio y comida muy sabrosa. Sitio mas que recomendable ¡¡¡.",Restaurant
18 de agosto de 2018,50,Una noche inolvidable,"Me pasé una noche de jueves, y me encontré un ambiente muy acogedor, con exquisitas copas, servicio genial, y ricos platos. Estupendo lugar. Muy recomendado.",Restaurant
15 de agosto de 2018,50,Diferente,"Esto es a lo que yo llamo fidelizar cliente ,es mi caso ,tienen que probar el calamar no se que le ponen pero esta espectacular y el Kimbo, bueno esto tienen que probarlo",Restaurant
6 de agosto de 2018,50,No se puede pasar por alto,"Lugar muy acogedor, personal agradable y muy simpatico y la comida una pasada.. sin palabras la fusión de sabores. La langosta es digna de probar y para terminar nada de café un cóctel hecho a mi gusto, repetire sin dudas.",Restaurant
12 de julio de 2018,50,Dj en Mas HABANA,"Esta vez estuve con varios amigos y como siempre perfecto y ahora los viernes tienen dj en vivo hasta las 3 de la madrugada ,le dan un giro a su salon que cambia completamente ,el ambiente muy pero muy cool",Restaurant
23 de abril de 2018,50,Recomendable 100 %,"Es un lugar super acogedor , la comida excelente al igual que los tragos del bar . Las dependientas son muy amables y atentas El dueño Reinier es muy buen anfitrión.",Restaurant
18 de abril de 2018,50,Siempre con algo nuevo,"Una ves mas fui a mas habana y no dejan de imprecionarme ,esta vez los aplausos para un postre que muy originalmente le llamaron ""El Postre"",importante happy hours de 4 a 7 de la noche con dj en vivo ,demas decir que ultra recomendado",Restaurant
7 de marzo de 2018,50,Espectacular!!!!,"Me encantó el lugar. La comida es excelente y los tragos esquisitos. Los trabajadores son muy amables y atentos,me sentí muy bien ahí.",Restaurant
22 de febrero de 2018,50,muy bueno,super bien el servicio y el lugar super acojedor...la comida esta muy bien elaborada y las bebidas exquisitas en resumen todo genial,Restaurant
9 de enero de 2018,50,El mejor Mojito,"Estuvimos en Diciembre en este pequeño y acogedor restaurant, con una atención excelente, Francisco nos atendió muy bien!!!!, comida rica y el MEJOR MOJITO que tomamos en la Habana, mucha dedicación en el servicios, FELICITACIONES!!!!! Carla y Gladys",Restaurant
10 de diciembre de 2017,50,Excelente lugar,"Es un lugar super acogedor, la comida, el servicio, la coctelería, y la decoración del lugar son excelentes, se los recomiendo.",Restaurant
28 de noviembre de 2017,50,gente encantadora.,"gente encantadora, muy recomendable. la atención inmejorable. un sitio agradable para pasar una velada agusto, la comida muy buena relación calidad-precio.",Restaurant
14 de noviembre de 2017,50,Inolvidable,Un lugar increiblemente acogedor... la mejor opción que pude escoger para festejar mi cumpleaños.Una noche agradable con excelente comida y los mejores cocteles que he podido probar en La Habana. Mis amigos y yo quedamos encantados y a partir de este momento seremos fieles clientes.,Restaurant
6 de noviembre de 2017,50,Bello,"Excelente y bello el lugar , excelente comida y bebida , dependientes super agradables con una atencion personalizada magnifica.",Restaurant
24 de octubre de 2017,50,Más Habana,"Un buen bar restaurante, ambiente acogedor para pasarla con amigos y familia. Muy buena atención. La comida y los tragos de muy buena calidad. Me gustó muchísimo",Restaurant
22 de octubre de 2017,40,Sitio agradable y producto muy rico,"Es uno de estos restaurante que con una decoración con mucho gusto estan proliferando en La Habana, con buen producto, buen servicio y en un ambiente agradable",Restaurant
21 de octubre de 2017,50,Profesionalidad y buen gusto,"Otro lugar para disfrutar en la habana vieja,con las nuevas tendencias de diseños industrial,Mas Habana llena la expectativa con sus platos y servicios,asi como su excelente cocteleria.Lo recomiendo 100%",Restaurant
30 de septiembre de 2017,50,Perfecto,"Lugar de visita obligada ,en pocos lugares me he sentido como ahi ,una vibra genial,en la noche tiene jazz live",Restaurant
25 de agosto de 2017,50,hermoso lugar,"hermoso lugar, muy buena la atencion !!! excelente, linda musica y muy rica la comida. muy linda la decoracion",Restaurant
10 de junio de 2017,50,Sorpresa en la habana vieja,Local con una decoración excelente y muy buena comida. Platos elaborados a muy buen precio. Recomendado 100%..,Restaurant
8 de junio de 2017,50,Saborando + de La Habana,"Estuve en este lugar de ambiente super acojedor, moderno y calido, mi familia y yo nos sentimos como si siempre comieramos alli. Nos encantó, espero poder disfrutar pronto del sabroso y variado menu que brindan y de su gran servicio.",Restaurant
7 de junio de 2017,50,"Exelente restaurante,bar","Me encanto!!! platos exquisitos de primera,la atención y el confort espectacular se lo recomiendo a todos está entre mis favoritos.",Restaurant
6 de junio de 2017,50,Una tarde maravillosa,Un lugar espectacular donde la buena comida y el servicio maravilloso de sus trabajadores te permite disfrutar de una tarde en familia..donde puedes comer desde un entrante hasta un cafecito cubano y no variará la calidad del producto que ofrece. El arte que se exhibe...Más,Restaurant
30 de marzo de 2020,50,Nuestra mejor cena en la Habana,"Hay tantos restaurantes / bares geniales en La Habana, muchos más que cuando visitamos hace cuatro años. Solo pasamos 3 noches en la capital, así que había tantos restaurantes que no pudimos probar. Este fue recomendado, y pasamos una noche maravillosa aquí. Preparar los cócteles es una forma de arte, el servicio es realmente amable y bueno, y la cocina es excelente.",Restaurant
13 de octubre de 2017,50,Gran diseño interior y comida deliciosa y jazz en vivo!,"Reinier es uno de los mejores chefs de La Habana y su recientemente inaugurado ""LA HABANA"" es un gran añadido a la escena de restaurante y bar de la ciudad vieja. Servicio amable, deliciosa comida así como aire (muy apreciada) acondicionado hace que quieras prolongar por un extra de bebida antes de ir a el calor del verano sofocante de nuevo! Para los amantes de la música y trasnochadores hay jazz en vivo todos los días de 8:30 a 10:30, seguido de una mezcla de DJ hasta las 2:00 de la mañana.",Restaurant
20 de agosto de 2017,50,Almuerzo,Restaurante moderno en un ambiente perfecto. Tuvimos un almuerzo muy agradable. Uno de los mejores en La Habana. Pruebe sus ensaladas!,Restaurant
12 de junio de 2017,50,Sólo ¡guau!,"Es un lugar increíble. Muy guay. Excelente comida y servicio, buena música también. En general, un divertido ambiente increíblemente.",Restaurant
8 de junio de 2017,50,Comida para todos los gustos,Estuve allí en mayo con un par de amigos. Pasamos un tiempo increíble. Los cócteles son muy refrescantes. La comida es deliciosa. El servicio es fantástico.  Recomiendo encarecidamente este lugar. Mi experiencia fue la mejor,Restaurant
5 de junio de 2017,50,Mejor lugar!!!!!,"Buena comida, buena música, excelente servicio. Uno de los lugares más nuevos en la Vieja Habana, donde podemos disfrutar de todos estos placeres con la familia y amigos. Me encanta.",Restaurant
6 de junio de 2017,50,Una tarde maravillosa,Un lugar espectacular donde la buena comida y el servicio maravilloso de sus trabajadores te permite disfrutar de una tarde en familia..donde puedes comer desde un entrante hasta un cafecito cubano y no variará la calidad del producto que ofrece. El arte que se exhibe en este lugar tambien es muy bueno.,Restaurant
12 de enero de 2020,40,Cenamos bien a un precio razonable,"Cenamos muy bien. Probad la fritura (creó que se llamaba así). Plato que incluía pollo, pescado, camarones con arroz y frijoles (muy bueno) y también los tostones. Pagamos alrededor de 60 CUC pero cenamos muy bien. Recomendable",Restaurant
21 de diciembre de 2019,50,Opinoon muy buena,"Una exelente recepcion y muy buena atencion , y la comida buenisima , y muy centrico cerca de capitolio",Restaurant
19 de diciembre de 2019,40,Un bar restaurante diferente de su entorno,"Nos lo recomendaron en el Hotel. Muy céntrico, cerca del Capitolio. Una decoración sorprendente, limpio, moderno. Buen servicio, muy atentos.",Restaurant
27 de octubre de 2019,50,ESPECTACULAR,Muy recomendable a todos los niveles. Gran atencion al cliente y espectacular cocina. La relacion calidad-precio es buenisima.,Restaurant
4 de septiembre de 2019,50,Para estar a gusto y volver.,"Lo primero: un personal profesional, cercano y que aumenta las buenas sensaciones. Platos criollos de muy buena calidad con algo de fusión con comida española. El local agradable y bien decorado. Para repetir en cada visita a La Habana.",Restaurant
28 de agosto de 2019,50,Perfecto,Fuimos a cenar y recibimos un trato increible y la comida toda muy buena. Personal muy atento y servicial.,Restaurant
28 de agosto de 2019,50,Comida cubana de verdad,"Nos encanto este local muy bien decorado y. Ok una calidad exquisita en todos los platos. Mojitos riquísimos , comida excelente, atención de primera. Volveremos.",Restaurant
19 de agosto de 2019,50,Paladar/ resto,"Divino el espacio, comida, tragos, atención de primera!. Un lugar muy agradable, aire acondicionado ( para Cuba en verano no es menor!), la comida y bebida realmente de primera y la atención de la gente espectacular. Eso si, no es barato, pero realmente lo vale!",Restaurant
15 de agosto de 2019,50,"Un sitio tranquilo, bueno y con aire acondicionado !!","Fuimos sin reservar y nos acoplaron muy bien. El trato estupendo. No dejéis de probar los diferentes mojitos que tienen. La comida muy buena, buena calidad y no fueron lentos, como es costumbre. Salimos muy satisfechos. Precio en torno a los 20 CUC por persona",Restaurant
14 de agosto de 2019,40,Buscando los paladares lo encontramos,"Buena alternativa , un muy bien ambiente con una buena carta de comida y cócteles. La atención cordial , buena presentación de sus platos . Quizás la relación precio calidad no es lo mejor , pero para estar en barrio de turismo estaría bien",Restaurant
7 de agosto de 2019,50,Para comer bien cubano!,"Excelente lugar, bien ubicado y bien ambientado. La comida, excelente, no dejen de pedir Ropa Vieja!!! La atención espectacular, llegamos tarde cuando ya casi cerraban y n ol fue impedimento para que nos atendieran como a reinas.",Restaurant
6 de agosto de 2019,50,excelente,"Estuvimos con Alicia el día jueves 1 de agosto, y quedamos gratamente impresionados por el lugar: muy buenos los sabores de sus platos, excelente atención, muy recomendable!!!!",Restaurant
5 de agosto de 2019,50,Perfecto,Muy muy bueno La ropa vieja espectacular y los mojitos también Servicio exquisito Un camarero todo amabilidad De lo mejor,Restaurant
14 de julio de 2019,40,Muy rica la comida local con excelente servicio,"Es un lugar que no es muy conocido pero recomiendo por la comida cubana muy rica con un servicio impecable, me gusto mucho.",Restaurant
3 de julio de 2019,50,maravilloso personal,"todos nos atendieron de forma muy afectiva y amable, la comida buenísima y los mojitos mango, una delicia, recomendado l 100%.",Restaurant
29 de junio de 2019,30,Bien,"Un restaurante con buena comida cubana, los cócteles económicos y el servicio bueno, los muebles y la presentación modesta, alrededor hay mejores pero no es de los peores, lo recomiendo",Restaurant
25 de junio de 2019,50,Deliciosa comida cubana,"Excelente restaurante. Comida muy rica y bien presentada. Comí una de las mejores ribs de cerdo de mi vida. La atención fue muy buena, se esmeraron mucho en que estuviéramos bien.",Restaurant
13 de junio de 2019,50,Excelente,"Una cena maravillosa en familia comida exquisita,cócteles muy bien elaborados con decoraciones muy creativas y un trato 5 estrellas ,el lugar muy acogedor volveré seguro lo recomiendo 100 por ciento",Restaurant
7 de mayo de 2019,50,Un lugar que marca la diferencia,"“MEKEDE” es un lugar donde el buen servicio es un sello que los distingue y la buena comida es algo que los hace únicos...cuentan con un excelente Chef de categoría internacional el cual comanda inmejorablemente a su equipo de cocina y por si fuera poco sus obras de arte son servidas por un Equipo de servicios que hace vivir una experiencia única mesclando lujo, respeto y buen trato hacia el cliente. Esta es mi opinión y si ya lo has visitado estarás de acuerdo conmigo pero si nunca has pasado por ”Mekede” no te quedes con la duda…visítalos y no te quedara de otra que decir vine a visitarlos y al final “MEKEDE” con ustedes.",Restaurant
28 de abril de 2019,50,Exquisito recomendado!!!!,Lugar agradable desde esos platos que enamoran hasta el trato tan familiar de todos sus camareros......si tengo que mencionar un plato estrella de este restaurante serian las papas mekede muy ricas!!!!,Restaurant
23 de abril de 2019,50,Un excelente lugar,Me encantó el sitio..muy rico todo y muy buena atencion.la comida exquisita..la verdad un lugar para repetir..,Restaurant
23 de abril de 2019,50,Buen trato y ecxelentes cocteles,En esta ocacion fui como la familia y comimos muy bien le lls reco miendo los platos muy bien servidos y laatencion excelente,Restaurant
22 de abril de 2019,50,Buena posición y excelente comida,"Fui con mi familia y cada plato delicioso,en particular el estofado d pollo a lo cubano!!!todo espectacular la verdad!!!calidad y atención muy buena!!!",Restaurant
21 de abril de 2019,50,Cena típica cubana,"Nos recomendaron este restaurante en el centro. Estuvimos tres parejas y salimos encantados. Trato super amable, comida típica cubana de muy buena calidad y precio ajustado. Los camareros muy atentos, divertidos y con ganas de agradar. Muy recomendable.",Restaurant
19 de abril de 2019,50,Restaurant Mekedé,"Excelente servicio, platos exquisitos. Lugar muy bonito y agradable. Lo recomiendo. No dejen de visitarlo.",Restaurant
18 de abril de 2019,50,Espectacular!,"Fuimos cómo parte de un tour gastronomico, el lugar está muy bien ambientado. La comida es deliciosa,el mojito especial el mejor. Los mozos son muy amables y serviciales. Precios moderados. Vale la pena ir!!",Restaurant
9 de febrero de 2019,50,Top en Cuba,"Muy bueno, llegamos ahí de casualidad y luego de probar su comida y excelente atención, fuimos prácticamente todos los días, imperdible el Solomillo... Memorable. Muchas gracias por la amabilidad y disposición, saludos desde Chile.",Restaurant
6 de febrero de 2019,50,Sin duda se las recomiendo,Esta fue nuestra segunda visita en esta ocasión compartimos una paella de mariscos y unas papas mekede junto con una brocheta excelente sin duda repitiremos se los recomiendo 100x100.,Restaurant
6 de febrero de 2019,50,Encuentro,Lugar maravilloso para compartir con amigos y familia.Muy buena la atención y el servicio.lo recomiendo para pasar un rato agradable.,Restaurant
5 de febrero de 2019,40,Mekede,"El servicio es muy bueno, el personal te atiende muy bien, la comida muy variada y muy rica, como para repetir",Restaurant
7 de diciembre de 2018,40,Cena cubana,Este es un una casa convertida en restaurante pero todavia se nota que era un casa. La comida tiene buen sabor y sobre todo sabor cubano. A mejorar la limpieza de los baños pero volvere cuando regrese a cuba,Restaurant
27 de noviembre de 2018,50,Buenísimo,"Super buen precio, excelente atención, comida rica, música y perfecta ubicación.También tienen aire acondicionado.",Restaurant
26 de noviembre de 2018,50,fantastico,Fuimos en un grupo de 8 personas a cenar sin saber bien de que se trataba el lugar.Nos recibieron con un trato inmejorable y cada plato que pedimos estaban exquisitos. Todo increíble! Sin dudas lo recomiendo tanto por la calidad y por los precios que considero mas que razonables por la categoria del lugar.,Restaurant
11 de noviembre de 2018,50,Maravilla!!!!,Cuando se desea comer bien y pasar un rato estupendo sin dudas es muy fácil solo con pasar por aquí.......,Restaurant
11 de noviembre de 2018,50,Muy rico todo,"Lugar de ensueño para celebrar nuestro cunpleaños, comida excepcional, trato exquisito. Un rinconsito donde lo sencillo se hace grande y el trato te hace sentir como en casa....",Restaurant
11 de noviembre de 2018,50,Divino¡¡¡¡¡volveré en enero sin dudas,Me ha encantado este sitio la comida muy sabrosa y ni hablar de sus cócteles exquisitos.........muy amable el personal¡¡¡¡¡¡,Restaurant
10 de noviembre de 2018,50,Acogedor y tranquilo,Estuvimos de visita en el restaurante que nos recomendaron y la verdad muy bueno excelente coctelería y la comida muy buena repetiría otra vez el local bien ubicado y buen gusto en los detalles Mekede muy bueno en general,Restaurant
29 de octubre de 2018,50,Muy bueno,El mojito de mango estaba especial. Nunca lo había probado. Muy buen servicio y atención. La comida estaba bien preparada. Repetiría la visita.,Restaurant
16 de septiembre de 2018,50,Excelente,"Buena comida , el servicio espectacular y acogedor , la bebida la mejor sangria entre otros me gusto",Restaurant
13 de septiembre de 2018,50,El dominio que tienen los camareros de varios idiomas,"El trato que recibimos en el restaurante fue excelente. La comida nos encantó, todo estaba buenisimo. De visitar Cuba de nuevo volvería a repetir. Lo recomiendo al 100 x 100.",Restaurant
23 de agosto de 2018,50,Me encanta,"Su comida es excelente, asi como sus cocteles y la atencion al cliente. El lugar esta muy bonito, muy bien decorado y acogedor..",Restaurant
28 de marzo de 2018,50,Excelente,"Excelente lugar y ubicación , la comida exquisita y un servicio de excelencia. Me encanto la decoración.",Restaurant
26 de marzo de 2018,50,Variado,La verdad muy complacido por todo buena la atención y la comida muy acorde con los precios y la calidad se los recomendamos,Restaurant
14 de enero de 2018,50,Muy cálido y agradable para estar,La comida excelente a precios razonables (más económicos que los lugares de calle Obispo). Música de fondo tranquila. Se puede conversar. La atención muy cordial y cálida. Super recomendable para ir!,Restaurant
22 de diciembre de 2017,50,Debes visitarlo!,"¡Muy recomendable lugar! Precio acorde a los alimentos, ¡atención muy buena! Cerca del malecón, por lo que puedes ir a caminar y pasar por ahí.",Restaurant
15 de noviembre de 2017,50,Buen trato y ambiente ideal,Se come muy bien calidad precio se los recomiendo situado cerca del muceo bellas artes les aconsejo el mojito y los daiquiri de sabor saludos,Restaurant
25 de septiembre de 2022,50,LUGAR PARA PASAR EN FAMILIA,"Lugar bonito, acogedor, limpio. Excelente servicio y muy rápido. Relación calidad-precio: Correcta. Lo recomiendo!!!",Restaurant
3 de agosto de 2022,50,Visita muy obligada para degustar comida cubana a buen precio y muy buen ambiente,Comida cubana muy bien preparada. Calidad precio estupendo y el trato muy amable. Clientela cubana y turista. Después de tres días en La Habana fue una pena encontrar este restaurante el último día,Restaurant
25 de julio de 2022,50,Cena espectacular,"El local es pequeño pero la comida es grande , riquísimo todo y abundante, muy buena calidad precio, la atención espectacular .La piña colada la mejor que he probado en mi vida.un 10",Restaurant
12 de julio de 2022,50,Vacaciones en Cuba,"Fuimos el primer día y repetimos el último. Calidad buenísima, estupenda presentación y trato exquisito. Si vuelvo a La Habana repetiré sin dudarlo. Lo recomiendo al 100%. Ahhhh, y genial de precio, que también es importante",Restaurant
29 de junio de 2022,50,Una gozada.,"Tras dos años de retraso en nuestra viaje a Cuba,este restaurante en La Habana lo recordaremos siempre, con una atención perfecta, producto fresco ,bueno y bien preparado.Local no muy grande, pero moderno, y la langosta grillé,camarones y cocretas de malanga de auténtico lujo .un saludo",Restaurant
15 de marzo de 2022,50,Visita a la Habana,"Probamos varios platillos locales qué nos parecieron excelentes: Yuca, croquetas de malanga (excelentes!!!), albondigas de vegetales con guiso de garbanzo, moros con cristianos. La atención muy buena. Muy grata visita.",Restaurant
7 de marzo de 2022,50,Cena de cumple 🎂,"Visitamos el lugar el 7 de marzo. La cena estaba espectacular, lo mejor el carpaccio de pulpo....insuperable!!!!. La atención fue de primera, pasamos una velada grandiosa. Felicidades a todo el equipo 👏👏👏😘!!!!",Restaurant
5 de marzo de 2022,50,Inolvidable.,"Un tiempo como siempre, de disfrute al paladar,buena atención y rapidez.Aunque pequeño es acogedor,buena temperatura y calidad atención.",Restaurant
5 de marzo de 2022,50,Cena de aniversario,"Buenas tardes excelente servicio,la comida excelente, trabajadores muy profesionales y amables especialmente la muchacha que nos atendió,lo recomendaré siempre y vamos a regresar. Yeni y Amaury Chapman",Restaurant
27 de febrero de 2022,50,habana 61 millones,"Habana 61 millones. Lugar muy bonito, bien disenado, atencion perfecta. Precios moderados , porciones acordes. Comida exquisita. La langosta caribena es del mas alla. Altamente recomendado . Si llegan a la habana vieja, este es el lugar que visitar.",Restaurant
2 de enero de 2022,50,Excelente . De lo mejor de La Habana,Hemos estado desde los inicios . Nunca defrauda Cocina excelente. Servicio de lo mejor Para recomendar y volver siempre Mis felicitaciones a todo el Staff,Restaurant
28 de febrero de 2020,40,Comida y tapas españolas en un bonito local,Viphavana está situado en el barrio de El Vedado. El local es francamente bonito y sirven tapas (raciones) y comidas españolas con una buena elaboración. El servicio es agradable y el precio se sitúa en la zona media.,Restaurant
28 de febrero de 2020,50,Un buen recuerdo de la Habana,"Cenamos con nuestros hijos, en un ambiente muy agradable. La comida estaba muy rica y aunque hubo retrasos, supieron compensarlo con amabilidad y simpatica. Un buen restaurante a recomendar.",Restaurant
17 de febrero de 2020,40,Buena comida. Rápida atención,Los precios son un poco altos pero la comida es buena. Probamos la langosta que estaba bien. Atención buena.,Restaurant
19 de enero de 2020,50,Camarera súper profesional.,Comida muy bien elaborada y los camareros muy profesionales. Nos atendió una chica que nos dejó con la boca abierta: encantadora y nos explicó muy bien al arte del ron y los puros. Cenamos genial.,Restaurant
16 de enero de 2020,20,Pescado no fresco y frío,"la comida estuvo tarde fría y el pescado duro, no me gustó el sabor y la meseta no fue tan amable. No volvería, la relación precio y sabor no lo vale",Restaurant
16 de diciembre de 2019,50,Lo mejor en cómida cubana,Este sitio es para darse un gusto gastronómico muy acogedor. Limpio. Moderno. Atención esmerada.el carpaccio de pulpo es extraordinario. Precios normales de la zona,Restaurant
11 de diciembre de 2019,50,No perderse este restaurant,Es chico pero súper chic. Mejor reservar para que puedas disfrutar de este petite la lugar. No te pierdas su Rica cómida si vas a la Habana vieja. recomiendo seguro. Precios acordes por debajo de su competencia.,Restaurant
21 de noviembre de 2019,50,Langosta riquisima,"Sitio muy acogedor, la langosta la tomamos al ajillo y enchilada, ropa vieja y pollo, todo delicioso, la piña colada buenísima y el trato de los profesionales que allí trabajan estupendo, un 10 para todo",Restaurant
14 de noviembre de 2019,50,"Ambiente acogedor, buen sabor !","Una buena opción en el corazón de La Habana, música relajante, buena presentación y cocina bien elaborada. Inolvidable, celebrando Aniversario de Bodas !!!",Restaurant
6 de noviembre de 2019,30,NORMALITO,Servicio adecuado aunque debería ser con una mayor variedad . no bostante la relación calidad y precio en ese país es el adecuado,Restaurant
13 de octubre de 2019,50,Inolvidable,"Donde mejor comí en la Habana. De hecho, repetimos. Me encantó toooodo lo que probé las dos veces y el servicio es estupendo. De hecho, nos dieron una receta deliciosa y una tapita de un plato que nos quedamos con ganas de pedir como detalle.",Restaurant
7 de octubre de 2019,10,Más promoción que buen sazón,La verdad esperaba mas de este lugar pero los meseros son muy pesados y la comida se ve linda pero no tiene sabor la verdad los precios son caro y pésimo servicio la verdad no vuelvo a repetir,Restaurant
1 de octubre de 2019,50,Buena carta a buen precio,"Cenamos allí porque estábamos en un hotel muy próximo. Muy buena carta, tanto de comida como de cocktailes a precios normales. Preparan muy bien la langosta. Servicio muy correcto. Recomendado!",Restaurant
28 de septiembre de 2019,40,Mostrar Cuba,"Una delicia siempre es Cuba y Habana, lo mejor. Hay algunos inconvenientes, los precios son ya europeos y se explota demasiado la memoria del Buena Vista Social Club, algunas veces correctamente, como en el hotel Nacional y otras rematadamente mal, como en el Guajirito",Restaurant
23 de septiembre de 2019,50,Súper recomendable,"Súper rico, cómodo y agradable. Muy cerca del museo de la revolución. La cuenta vale la pena por la calidad y cantidad de comida. Con un plato fuerte por persona es suficiente. Para que puedan pedir postre y café (buenísimo x cierto). De 10.",Restaurant
10 de septiembre de 2019,50,EXCELENTE!,"Lo mejor de lo mejor! Servicio excelente, la comida excelente, el daiquiri excelente, y los precios en muy buena relación con la calidad - podría comer ahí todos los días de la semana!",Restaurant
7 de septiembre de 2019,50,Siempre Excelente!,"Este restaurante nunca desentona, simplemente genial, comida y servicio excelente! Si estás de visita en La Habana Vieja lo recomiendo 100%. Lugar pequeño pero muy acogedor.",Restaurant
22 de agosto de 2019,50,Habana 61,"Magnífico lugar para comer... ambiente agradable, excelente servicio y DELICIOSA comida... Obligatorio probar los Mojitos... están super!!!",Restaurant
19 de agosto de 2019,50,Restaurante muy acogedor y excelente lugar para comer o cenar,"Un lugar muy agradable y moderno, la comida genial y muy buena El personal excelente, la cocina muy buena.",Restaurant
9 de agosto de 2019,50,Buen paladar en el viejo Habana,Es mi preferido. Buen trato y comida deliciosa. Cocina local criolla y contemporánea. tratándose de un paladar los precios son mas bien casi europeos pero compensados por la calidad de la comida.,Restaurant
8 de agosto de 2019,50,Un oasis en la habana vieja,"Buen restaurante en la habana vieja, un sitio tranquilo, buena atención, presentacion cuidada y comida excelente. Buena relacion calidad precio. Recomendable.",Restaurant
3 de julio de 2019,50,Muy buena cena,Nos lo recomendaron y fue un acierto cenar en este restaurante. Pedimos Ropa Vieja y Langosta grillè estando todo buenisimo.,Restaurant
3 de julio de 2019,50,Excelente comida cubana,"Fuimos por una recomendación y fue un acierto! La ropa vieja increíble, como el mousse de chocolate y el resto de platos. Acogedor, buena atención, buen precio",Restaurant
2 de julio de 2019,30,UNA OPCION,"Pequeño y acogedor restaurante en Habana vieja, con una carta variada y buena elaboración, con excelente relación calidad-precio. Un ceviche muy bueno, la langosta sorprende y los platos de pescado son muy recomendables. Deberán mejorar las croquetas (si no lo son, parecen industriales), así como el jamón (por favor, mejor con melón que con piña) Las raciones son generosas y acompañadas con buena guarnición Una buena opción entre todas las que hay y hay muchas en la zona",Restaurant
30 de junio de 2019,50,Restaurante,"Fue el mejor Restaurante que visite en La Habana! La comida excelente, muy Gourmet ! El personal muy amable ! Muy buena relación precio calidad !",Restaurant
23 de junio de 2019,40,Muy bueno,Una pareja de amigos nos habían recomendado este Restaurant por lo que fuimos a probarlo. La comida es cubana pero de buen nivel. Probé el pollo a la barbacoa y debo decir que estaba increíble. Por lo demás probé el Daiquiri y estaba exquisito y fresco. El lugar es pequeño por sugiero reservar. Volveré.,Restaurant
17 de junio de 2019,50,Fantástica Experiencia,"Agradecemos el recibir a un grupo de 8 y atendernos excelente. Todos los platos muy bien preparados y con el toque de la cocina de la zona. La limonada menta muy bien preparada. Quedamos felices por encontrar buena mesa y buen servicio en La Habana, lo que no es fácil. Felicitaciones!!!",Restaurant
4 de junio de 2019,50,Exquisiteces!,"Paladar en el centro de la habana vieja, el lugar es chico pero la comida es muy buena, la atención como en casi todos los paladares en muy buena también. Recomiendo la langosta y el carpaccio de pulpo",Restaurant
30 de mayo de 2019,40,Pollo barbacoa!,"El restaurante esta bien ubicado. Buena atención. Pedimos ropa vieja y pollo barbacoa, este ultimo plato super recomendado. De lo mejor que comimos en Cuba",Restaurant
28 de mayo de 2019,40,Almuerzo,"Elegimos este restaurante para almorzar y por suerte acertamos !!! Un lugar muy limpio bien decorado, aunque nada tiene que ver con los lugares típicos, es un lindo sitio. La comida es muy sabrosa, la atención muy cálida. Pasamos un rato ameno y nos recomendaron muchos otros lugares para seguir probando la comida cubana. Una buena opción en La Habana.",Restaurant
13 de abril de 2019,40,Muy buena comida!,"Muy buen paladar, la comida bastante buena (sin ser espectacular). El lugar no es tan pintoresco como otros en La Habana, pero es bonito, un poco más moderno de lo que sueles encontrar por allá. Es una muy buena opción!",Restaurant
1 de marzo de 2019,50,Muy bueno!,"Estuve en Cuba en diciembre con amigos y fuimos al Haba,a 61, nos encanto! La comida esta fresca y buena, y el servicio exelente. Les recomiendo ese lugar para ir a comer!",Restaurant
28 de febrero de 2019,50,cenas con mi esposa,"cenamos dos días en este restaurante, ya que nos agrado mucho la primera vez y repetimos. Personal muy agradable y profesional, y la cocina estupenda, local agradeble. gambas al ajillo estupendas y buen solomillo.",Restaurant
18 de febrero de 2019,50,DELICIOSA comida cubana,"Un restaurant que les recomiendo para que degusten el buen sabor de la comida cubana, quedamos encantados.",Restaurant
16 de febrero de 2019,30,Agradable !!!!!,"Lugar pequeño, pero simpatico. La comida estuvo correcta y el trato fue normal. Pasamos un tiempo agradable. Precios correctos.",Restaurant
12 de febrero de 2019,30,Comida desente,"Se come bien, el lugar es un poco pequeño, pero las mesas son comodas. El servicio es bueno. La comida es buena... normal. Si quieres comer bien sin esperar mucho es un buen lugar.",Restaurant
